Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude
12,N7XAC Astoria Ni,Analogue,	444.50000,	449.50000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
13,N7XAC Lebam KO P,Analogue,	441.67500,	446.67500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
14,K7PP Raymond K.O,Analogue,	441.30000,	446.30000,12.5,,,,,,,,151.4,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
15,W7EM Manzanita A,Analogue,	440.17500,	445.17500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
16,W7BU Chinook Me1,Analogue,	145.45000,	144.85000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
17,NA7Q Hammond,Analogue,	147.52000,	147.52000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
18,NM7R Chinook Me1,Analogue,	147.18000,	147.78000,12.5,,,,,,,,None,82.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
19,W7BU Gearhart,Analogue,	146.80000,	146.20000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
20,NA7Q Knappa,Analogue,	147.16000,	147.76000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
21,K7RPT Astoria Wi,Analogue,	146.72000,	146.12000,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
22,W7BU Astoria Wi2,Analogue,	146.66000,	146.06000,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
23,WA7VE Seaside re,Analogue,	145.49000,	144.89000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
24,NM7R Cathlamet K,Analogue,	147.02000,	147.62000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
25,W7BU Astoria Nic,Analogue,	146.76000,	146.16000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
26,NM7R Ocean Park,Analogue,	145.17000,	144.57000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
27,W7BU Cannon Beac,Analogue,	146.74000,	146.14000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
28,KF7CFR Burlingto,Analogue,	441.95000,	446.95000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
29,K7OET Mount Vern,Analogue,	444.35000,	449.35000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
30,N7CRA Mount Vern,Analogue,	444.62500,	449.62500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
31,WA7ZUS Lyman Lym,Analogue,	444.50000,	449.50000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
32,AF7PR Bellingham,Analogue,	440.92500,	445.92500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
33,W7PSE Anacortes,Analogue,	441.72500,	446.72500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
34,KG7OCP Anacortes,Analogue,	443.35000,	448.35000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
35,WC7SO Bellingham,Analogue,	440.47500,	445.47500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
36,W7ECG Bellingham,Analogue,	442.25000,	447.25000,12.5,,,,,,,,156.7,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
37,WA7SV Bellingham,Analogue,	442.75000,	447.75000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
38,W7PIG Camano Isl,Analogue,	441.05000,	446.05000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
39,W7BFD Bellingham,Analogue,	442.30000,	447.30000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
40,N7FYT Bellingham,Analogue,	441.92500,	446.92500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
41,N7XCG Arlington,Analogue,	440.40000,	445.40000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
42,K7SKW Bellingham,Analogue,	443.75000,	448.75000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
43,K7SKW Bellingha1,Analogue,	443.65000,	448.65000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
44,N7NFY Arlington,Analogue,	443.22500,	448.22500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
45,N7JN Orcas Islan,Analogue,	443.45000,	448.45000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
46,K7SKW Orcas Isla,Analogue,	444.05000,	449.05000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
47,KD7KAB Lopez Isl,Analogue,	443.47500,	448.47500,12.5,,,,,,,,None,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
48,N7KN Greenbank W,Analogue,	441.42500,	446.42500,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
49,W7ECG Ferndale F,Analogue,	440.73750,	445.73750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
50,W7ECG Ferndale,Analogue,	442.82500,	447.82500,12.5,,,,,,,,None,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
51,K7MLR Marysville,Analogue,	444.20000,	449.20000,12.5,,,,,,,,None,D172N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
52,W7BPD Kendall Su,Analogue,	440.37500,	445.37500,12.5,,,,,,,,131.8,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
53,W7JCR Port Towns,Analogue,	443.82500,	448.82500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
54,N7JN Friday Harb,Analogue,	442.46250,	447.46250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
55,AA7MI Nordland M,Analogue,	440.72500,	445.72500,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
56,WA7LAW Everett,Analogue,	444.57500,	449.57500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
57,Darrington Gold,Analogue,	444.30000,	449.30000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
58,NR7SS Snohomish,Analogue,	440.32500,	445.32500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
59,WE7DEM Clinton w,Analogue,	440.37500,	445.37500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
60,NR7SS Everett,Analogue,	440.35000,	445.35000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
61,W7BPD Blaine,Analogue,	440.37500,	445.37500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
62,WA7DEM Snohomish,Analogue,	442.97500,	447.97500,12.5,,,,,,,,None,D172N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
63,KG7QPU Snohomish,Analogue,	441.15000,	446.15000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
64,KG7QPU Snohomis1,Analogue,	443.90000,	448.90000,12.5,,,,,,,,151.4,151.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
65,W7PSE Sequim May,Analogue,	442.42500,	447.42500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
66,N7NFY Sequim Bly,Analogue,	442.80000,	447.80000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
67,W7FLY Lynnwood A,Analogue,	443.92500,	448.92500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
68,WR7DS Mill Creek,Analogue,	442.72500,	447.72500,12.5,,,,,,,,D172N,D172N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
69,WB0CZA Sequim Du,Analogue,	441.12500,	446.12500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
70,KC7EQO Sequim Bl,Analogue,	442.10000,	447.10000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
71,WA7DMR Sequim Bl,Analogue,	440.48750,	445.48750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
72,NW7DR Kingston T,Analogue,	444.72500,	449.72500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
73,N7GDE Lyman Lyma,Analogue,	145.19000,	144.59000,12.5,,,,,,,,None,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
74,WC7SO Bellingha1,Analogue,	146.45000,	147.45000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
75,W7PIG Camano Is1,Analogue,	147.36000,	147.96000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
76,K7SKW Bellingha2,Analogue,	147.16000,	147.76000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
77,AF7PR Bellingha1,Analogue,	146.50000,	147.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
78,W7AVM Coupeville,Analogue,	146.86000,	146.26000,12.5,,,,,,,,None,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
79,K7SKW Orcas Isl1,Analogue,	146.74000,	146.14000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
80,WB7VYA Granite F,Analogue,	146.92000,	146.32000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
81,WA7COM Marysvill,Analogue,	147.38000,	147.98000,12.5,,,,,,,,D156N,D156N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
82,W7BPD Kendall S1,Analogue,	145.23000,	144.63000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
83,W7AVM Langley Wh,Analogue,	147.22000,	147.82000,12.5,,,,,,,,None,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
84,W7JCR Port Town1,Analogue,	145.15000,	144.55000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
85,N7JN Friday Har1,Analogue,	145.25000,	144.65000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
86,WA7LAW Everett1,Analogue,	147.18000,	147.78000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
87,KH6VM Everett,Analogue,	147.12000,	147.72000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
88,N7NFY Lynnwood,Analogue,	146.80000,	146.20000,12.5,,,,,,,,136.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
89,W2ZT Everett,Analogue,	145.39000,	144.79000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
90,N7JN Friday Har2,Analogue,	146.70000,	146.10000,12.5,,,,,,,,131.8,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
91,KA7HRC Hood Rive,Analogue,	444.90000,	449.90000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
92,NB7M White Salmo,Analogue,	443.17500,	448.17500,12.5,,,,,,,,None,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
93,N7LF Hood River,Analogue,	443.07500,	448.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
94,AF7YV Hood River,Analogue,	440.60000,	445.60000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
95,W6TQF Mill A Aug,Analogue,	440.32500,	445.32500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
96,KB7APU Carson,Analogue,	440.63750,	445.63750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
97,KF7LN Cascade Lo,Analogue,	440.95000,	445.95000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
98,N7LF Cascade Loc,Analogue,	443.32500,	448.32500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
99,KF7LN The Dalles,Analogue,	444.70000,	449.70000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
100,N7LF The Dalles,Analogue,	443.10000,	448.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
101,N7LF Trout Lake,Analogue,	443.25000,	448.25000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
102,K7PN Government,Analogue,	444.15000,	449.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
103,K7RPT Timberline,Analogue,	444.22500,	449.22500,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
104,N7PIR Government,Analogue,	443.87500,	448.87500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
105,W7RAG Underwood,Analogue,	147.20000,	147.80000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
106,KF7LN Hood River,Analogue,	147.10000,	147.70000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
107,WA7ROB Hood Rive,Analogue,	145.15000,	144.55000,12.5,,,,,,,,None,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
108,KC7LDD The Dalle,Analogue,	146.74000,	146.14000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
109,KB7APU Carson Re,Analogue,	145.25000,	144.65000,12.5,,,,,,,,None,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
110,WA7SAR Trout Lak,Analogue,	147.08000,	147.68000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
111,KJ7IY Clackamas,Analogue,	146.80000,	146.20000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
112,K7RPT Timberlin1,Analogue,	147.12000,	147.72000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
113,N7LF Corbett Loo,Analogue,	145.41000,	144.81000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
114,W7DG Longview,Analogue,	444.90000,	449.90000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
115,N3EG Longview Co,Analogue,	442.12500,	447.12500,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
116,AB7F Longview,Analogue,	440.37500,	445.37500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
117,N3EG Rainier Ran,Analogue,	441.70000,	446.70000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
118,W7MSH Kelso Moun,Analogue,	444.72500,	449.72500,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
119,WB7DFV Kalama,Analogue,	442.82500,	447.82500,12.5,,,,,,,,131.8,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
120,KA7KUB Longview,Analogue,	440.22500,	445.22500,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
121,KD7HTE Chehalis,Analogue,	444.45000,	449.45000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
122,N8VJP Woodland,Analogue,	440.57500,	445.57500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
123,K7LJ Woodland,Analogue,	444.47500,	449.47500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
124,W7BO Woodland Oi,Analogue,	442.17500,	447.17500,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
125,AA7BG Scappoose,Analogue,	441.86250,	446.86250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
126,KK7DFM Chehalis,Analogue,	444.45000,	449.45000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
127,K7ABL La Center,Analogue,	444.92500,	449.92500,12.5,,,,,,,,None,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
128,KJ7IY Timber Hof,Analogue,	441.82500,	446.82500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
129,K7KFM Chehalis C,Analogue,	443.45000,	448.45000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
130,W7WRB Battle Gro,Analogue,	432.12500,	432.12500,12.5,,,,,,,,None,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
131,W7AIA Yacolt,Analogue,	443.12500,	448.12500,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
132,W7DG Longview1,Analogue,	147.26000,	147.86000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
133,W7DG Longview Co,Analogue,	147.10000,	147.70000,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
134,NA7Q Longview,Analogue,	147.58000,	147.58000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
135,N7EI Deer Island,Analogue,	146.88000,	146.28000,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
136,W7DG Woodland Fi,Analogue,	147.30000,	147.90000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
137,N7EI Warren McNu,Analogue,	146.68000,	146.08000,12.5,,,,,,,,114.8,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
138,WA7DMR Chehalis,Analogue,	146.50000,	147.50000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
139,K7PG Chehalis Ba,Analogue,	147.06000,	147.66000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
140,K7KFM Chehalis1,Analogue,	146.74000,	146.14000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
141,KJ7IY Timber,Analogue,	145.27000,	144.67000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
142,KC7CKO Olympia,Analogue,	443.07500,	448.07500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
143,W7USJ Olympia,Analogue,	443.80000,	448.80000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
144,W6TOZ Lacey,Analogue,	440.55000,	445.55000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
145,WC7I Lacey,Analogue,	442.47500,	447.47500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
146,N7UJK Olympia Ca,Analogue,	444.95000,	449.95000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
147,W7WRG Olympia Ca,Analogue,	440.50000,	445.50000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
148,AF7PR Olympia Ca,Analogue,	440.71250,	445.71250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
149,NT7H Olympia Cra,Analogue,	441.40000,	446.40000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
150,K7YLM Yelm,Analogue,	440.20000,	445.20000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
151,N7SK Shelton,Analogue,	443.25000,	448.25000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
152,KE7YYD Tacoma Ma,Analogue,	442.75000,	447.75000,12.5,,,,,,,,146.2,146.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
153,WA7ROY Roy,Analogue,	444.17500,	449.17500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
154,K7NP University,Analogue,	442.37500,	447.37500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
155,N7EHP University,Analogue,	443.15000,	448.15000,12.5,,,,,,,,None,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
156,K7CEM Centralia,Analogue,	442.05000,	447.05000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
157,AF7PR Tacoma Rus,Analogue,	440.72500,	445.72500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
158,WA7DMR Tacoma,Analogue,	440.72500,	445.72500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
159,K7DKK Puyallup,Analogue,	444.75000,	449.75000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
160,W7DK Tacoma,Analogue,	440.62500,	445.62500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
161,K7HW Tacoma,Analogue,	444.17500,	449.17500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
162,WW7MST Tacoma,Analogue,	443.67500,	448.67500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
163,W7EOC Elma Minot,Analogue,	444.05000,	449.05000,12.5,,,,,,,,None,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
164,W7BBO Gig Harbor,Analogue,	440.22500,	445.22500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
165,WA7DR Graham Gra,Analogue,	442.92500,	447.92500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
166,K7CH Shelton Sou,Analogue,	440.65000,	445.65000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
167,W7USJ Shelton So,Analogue,	441.92500,	446.92500,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
168,NT7H Olympia wat,Analogue,	147.36000,	147.96000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
169,N7EHP Tumwater,Analogue,	147.12000,	147.72000,12.5,,,,,,,,None,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
170,WC7I Lacey1,Analogue,	146.80000,	146.20000,12.5,,,,,,,,None,97.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
171,K7CPR Olympia Ca,Analogue,	145.47000,	144.87000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
172,WB7DOB Enumclaw,Analogue,	147.14000,	147.74000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
173,W7DK Tenino Craw,Analogue,	147.38000,	147.98000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
174,N7SK Shelton Wat,Analogue,	146.72000,	146.12000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
175,K7NP University1,Analogue,	145.29000,	144.69000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
176,K7CEM Centralia1,Analogue,	146.86000,	146.26000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
177,K7CEM Centralia2,Analogue,	145.49000,	144.89000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
178,W7DK Tacoma Ch 2,Analogue,	145.21000,	144.61000,12.5,,,,,,,,None,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
